week,region,store_id,product_category,promotion_flag,forecast_units,actual_units,stockout_hours,unit_price_dkk,ending_inventory
6,Sjælland,Store_22,Frozen,0,112,90,0,20.08,22
6,Sjælland,Store_22,Dry Goods,1,188,220,15,37.45,0
6,Sjælland,Store_23,Dairy,1,91,118,20,32.52,0
6,Sjælland,Store_23,Meat,0,96,84,0,16.32,12
6,Sjælland,Store_23,Produce,1,164,194,7,20.98,0
6,Sjælland,Store_23,Bakery,0,188,193,0,34.81,0
6,Sjælland,Store_23,Frozen,1,184,155,0,18.78,29
6,Sjælland,Store_23,Dry Goods,0,145,85,0,30.04,60
6,Jylland,Store_24,Dairy,0,96,69,0,18.87,27
6,Jylland,Store_24,Meat,1,116,131,20,25.19,0
6,Jylland,Store_24,Produce,0,128,156,0,39.7,0
6,Jylland,Store_24,Bakery,0,178,243,0,14.27,0
6,Jylland,Store_24,Frozen,0,107,85,0,35.04,22
6,Jylland,Store_24,Dry Goods,1,151,103,0,38.17,48
6,Sjælland,Store_25,Dairy,0,106,76,0,39.04,30
6,Sjælland,Store_25,Meat,1,113,121,4,17.4,0
6,Sjælland,Store_25,Produce,1,185,197,9,27.34,0
6,Sjælland,Store_25,Bakery,1,84,99,4,32.71,0
6,Sjælland,Store_25,Frozen,0,94,120,0,17.48,0
6,Sjælland,Store_25,Dry Goods,1,166,161,0,36.54,5
7,Jylland,Store_01,Dairy,1,166,139,0,23.2,27
7,Jylland,Store_01,Meat,1,82,75,0,20.26,7
7,Jylland,Store_01,Produce,1,128,114,0,24.57,14
7,Jylland,Store_01,Bakery,0,94,103,0,38.5,0
7,Jylland,Store_01,Frozen,0,158,110,0,13.5,48
7,Jylland,Store_01,Dry Goods,1,192,180,0,11.36,12
7,Sjælland,Store_02,Dairy,0,170,251,0,36.95,0
7,Sjælland,Store_02,Meat,0,168,202,0,38.28,0
7,Sjælland,Store_02,Produce,0,154,149,0,27.31,5
7,Sjælland,Store_02,Bakery,1,135,138,14,27.55,0
7,Sjælland,Store_02,Frozen,0,138,190,0,10.97,0
7,Sjælland,Store_02,Dry Goods,1,171,196,13,13.1,0
7,Sjælland,Store_03,Dairy,1,142,86,0,22.71,56
7,Sjælland,Store_03,Meat,1,182,199,22,17.2,0
7,Sjælland,Store_03,Produce,0,110,113,0,23.74,0
7,Sjælland,Store_03,Bakery,0,190,175,0,27.23,15
7,Sjælland,Store_03,Frozen,0,185,235,0,34.62,0
7,Sjælland,Store_03,Dry Goods,1,188,165,0,33.82,23
7,Sjælland,Store_04,Dairy,0,197,122,0,35.23,75
7,Sjælland,Store_04,Meat,0,190,55,0,14.19,135
7,Sjælland,Store_04,Produce,1,106,87,0,16.13,19
7,Sjælland,Store_04,Bakery,0,148,181,0,38.01,0
7,Sjælland,Store_04,Frozen,1,168,194,21,17.49,0
7,Sjælland,Store_04,Dry Goods,1,193,200,19,19.96,0
7,Jylland,Store_05,Dairy,1,86,65,0,28.38,21
7,Jylland,Store_05,Meat,1,187,177,0,30.8,10
7,Jylland,Store_05,Produce,1,99,44,0,35.01,55
7,Jylland,Store_05,Bakery,1,140,180,18,36.98,0
7,Jylland,Store_05,Frozen,1,178,130,0,30.27,48
7,Jylland,Store_05,Dry Goods,1,191,105,0,16.51,86
7,Sjælland,Store_06,Dairy,1,159,111,0,36.38,48
7,Sjælland,Store_06,Meat,1,197,182,0,19.53,15
7,Sjælland,Store_06,Produce,1,110,116,17,22.1,0
7,Sjælland,Store_06,Bakery,1,97,113,19,30.32,0
7,Sjælland,Store_06,Frozen,1,139,171,6,10.24,0
7,Sjælland,Store_06,Dry Goods,1,189,182,0,13.23,7
7,Jylland,Store_07,Dairy,1,185,182,0,25.42,3
7,Jylland,Store_07,Meat,0,163,212,0,16.46,0
7,Jylland,Store_07,Produce,1,142,195,6,35.72,0
7,Jylland,Store_07,Bakery,1,114,94,0,38.4,20
7,Jylland,Store_07,Frozen,1,191,151,0,33.41,40
7,Jylland,Store_07,Dry Goods,1,155,239,15,30.64,0
7,Sjælland,Store_08,Dairy,1,102,99,0,37.51,3
7,Sjælland,Store_08,Meat,1,177,57,0,15.13,120
7,Sjælland,Store_08,Produce,1,104,121,15,21.79,0
7,Sjælland,Store_08,Bakery,0,120,146,0,11.57,0
7,Sjælland,Store_08,Frozen,0,127,111,0,10.71,16
7,Sjælland,Store_08,Dry Goods,1,124,105,0,19.14,19
7,Sjælland,Store_09,Dairy,0,81,78,0,11.52,3
7,Sjælland,Store_09,Meat,0,192,227,0,10.29,0
7,Sjælland,Store_09,Produce,1,138,131,0,33.62,7
7,Sjælland,Store_09,Bakery,0,127,127,0,30.93,0
7,Sjælland,Store_09,Frozen,0,83,83,0,18.26,0
7,Sjælland,Store_09,Dry Goods,1,151,167,8,13.96,0
7,Sjælland,Store_10,Dairy,0,91,64,0,16.65,27
7,Sjælland,Store_10,Meat,0,115,106,0,34.52,9
7,Sjælland,Store_10,Produce,1,159,101,0,18.39,58
7,Sjælland,Store_10,Bakery,0,150,182,0,11.54,0
7,Sjælland,Store_10,Frozen,1,116,112,0,30.81,4
7,Sjælland,Store_10,Dry Goods,1,156,224,11,16.26,0
7,Sjælland,Store_11,Dairy,1,108,95,0,20.83,13
7,Sjælland,Store_11,Meat,1,95,78,0,15.14,17
7,Sjælland,Store_11,Produce,1,109,151,14,17.4,0
7,Sjælland,Store_11,Bakery,1,179,140,0,36.58,39
7,Sjælland,Store_11,Frozen,1,115,139,16,34.78,0
7,Sjælland,Store_11,Dry Goods,1,83,90,19,21.91,0
7,Sjælland,Store_12,Dairy,1,116,123,5,39.32,0
7,Sjælland,Store_12,Meat,1,114,29,0,27.33,85
7,Sjælland,Store_12,Produce,1,162,93,0,28.56,69
7,Sjælland,Store_12,Bakery,1,175,84,0,35.52,91
7,Sjælland,Store_12,Frozen,0,196,114,0,13.88,82
7,Sjælland,Store_12,Dry Goods,0,150,130,0,10.49,20
7,Jylland,Store_13,Dairy,0,176,114,0,29.56,62
7,Jylland,Store_13,Meat,1,150,148,0,17.59,2
7,Jylland,Store_13,Produce,1,187,180,0,12.8,7
7,Jylland,Store_13,Bakery,1,146,135,0,19.73,11
7,Jylland,Store_13,Frozen,1,192,143,0,10.55,49
7,Jylland,Store_13,Dry Goods,1,121,110,0,17.0,11
7,Jylland,Store_14,Dairy,1,121,144,14,28.18,0
7,Jylland,Store_14,Meat,1,186,127,0,13.4,59
7,Jylland,Store_14,Produce,1,111,132,9,13.79,0
7,Jylland,Store_14,Bakery,0,89,88,0,12.45,1
7,Jylland,Store_14,Frozen,0,99,136,0,30.19,0
7,Jylland,Store_14,Dry Goods,1,197,192,0,18.88,5
7,Jylland,Store_15,Dairy,1,108,118,21,26.92,0
7,Jylland,Store_15,Meat,1,89,117,15,12.7,0
7,Jylland,Store_15,Produce,1,93,101,23,14.3,0
7,Jylland,Store_15,Bakery,1,115,123,23,25.76,0
7,Jylland,Store_15,Frozen,1,179,107,0,35.13,72
7,Jylland,Store_15,Dry Goods,1,117,142,4,17.61,0
7,Jylland,Store_16,Dairy,0,148,191,0,27.8,0
7,Jylland,Store_16,Meat,0,149,202,0,30.54,0
7,Jylland,Store_16,Produce,1,166,84,0,14.04,82
7,Jylland,Store_16,Bakery,0,120,141,0,23.82,0
7,Jylland,Store_16,Frozen,1,84,79,0,31.87,5
7,Jylland,Store_16,Dry Goods,1,158,123,0,36.74,35
7,Sjælland,Store_17,Dairy,0,171,221,0,38.73,0
7,Sjælland,Store_17,Meat,1,152,157,7,34.37,0
7,Sjælland,Store_17,Produce,0,145,88,0,17.21,57
7,Sjælland,Store_17,Bakery,0,163,224,0,14.14,0
7,Sjælland,Store_17,Frozen,0,118,117,0,25.96,1
7,Sjælland,Store_17,Dry Goods,1,178,190,21,27.48,0
7,Jylland,Store_18,Dairy,0,190,184,0,35.79,6
7,Jylland,Store_18,Meat,1,191,95,0,14.0,96
7,Jylland,Store_18,Produce,1,114,91,0,27.18,23
7,Jylland,Store_18,Bakery,0,118,128,0,36.19,0
7,Jylland,Store_18,Frozen,1,181,186,14,10.77,0
7,Jylland,Store_18,Dry Goods,0,131,125,0,24.76,6
7,Jylland,Store_19,Dairy,0,151,148,0,27.57,3
7,Jylland,Store_19,Meat,1,99,74,0,29.56,25
7,Jylland,Store_19,Produce,1,130,168,15,11.44,0
7,Jylland,Store_19,Bakery,0,90,141,0,11.25,0
7,Jylland,Store_19,Frozen,1,143,199,18,28.41,0
7,Jylland,Store_19,Dry Goods,1,183,109,0,26.34,74
7,Sjælland,Store_20,Dairy,1,86,74,0,15.7,12
7,Sjælland,Store_20,Meat,1,189,291,13,20.76,0
7,Sjælland,Store_20,Produce,1,125,135,14,33.0,0
7,Sjælland,Store_20,Bakery,1,136,141,21,30.27,0
7,Sjælland,Store_20,Frozen,0,128,89,0,21.1,39
7,Sjælland,Store_20,Dry Goods,1,124,157,19,27.54,0
7,Jylland,Store_21,Dairy,0,133,106,0,14.98,27
7,Jylland,Store_21,Meat,0,171,168,0,39.93,3
7,Jylland,Store_21,Produce,1,109,117,7,21.62,0
7,Jylland,Store_21,Bakery,1,143,141,0,23.72,2
7,Jylland,Store_21,Frozen,0,143,157,0,14.54,0
7,Jylland,Store_21,Dry Goods,1,86,88,17,27.45,0
7,Sjælland,Store_22,Dairy,0,80,89,0,11.14,0
7,Sjælland,Store_22,Meat,1,197,151,0,11.76,46
7,Sjælland,Store_22,Produce,1,173,139,0,13.49,34
7,Sjælland,Store_22,Bakery,0,115,107,0,26.21,8
7,Sjælland,Store_22,Frozen,0,106,77,0,15.16,29
7,Sjælland,Store_22,Dry Goods,1,178,190,16,36.1,0
7,Sjælland,Store_23,Dairy,1,118,153,23,24.31,0
7,Sjælland,Store_23,Meat,1,173,186,5,33.5,0
7,Sjælland,Store_23,Produce,0,150,106,0,39.63,44
7,Sjælland,Store_23,Bakery,0,85,110,0,31.66,0
7,Sjælland,Store_23,Frozen,0,165,62,0,39.87,103
7,Sjælland,Store_23,Dry Goods,0,121,91,0,24.44,30
7,Jylland,Store_24,Dairy,1,106,128,13,34.43,0
7,Jylland,Store_24,Meat,0,141,128,0,20.55,13
7,Jylland,Store_24,Produce,1,182,156,0,27.98,26
7,Jylland,Store_24,Bakery,1,187,180,0,32.56,7
7,Jylland,Store_24,Frozen,1,187,202,18,25.11,0
7,Jylland,Store_24,Dry Goods,0,145,188,0,34.78,0
7,Jylland,Store_25,Dairy,1,136,132,0,22.45,4
7,Jylland,Store_25,Meat,0,128,131,0,27.15,0
7,Jylland,Store_25,Produce,0,111,124,0,18.5,0
7,Jylland,Store_25,Bakery,1,118,134,16,28.76,0
7,Jylland,Store_25,Frozen,0,82,71,0,21.6,11
7,Jylland,Store_25,Dry Goods,0,190,163,0,35.64,27
8,Jylland,Store_01,Dairy,1,87,82,0,25.17,5
8,Jylland,Store_01,Meat,0,124,129,0,26.6,0
8,Jylland,Store_01,Produce,1,146,151,14,13.41,0
8,Jylland,Store_01,Bakery,1,150,188,7,34.67,0
8,Jylland,Store_01,Frozen,1,192,172,0,38.38,20
8,Jylland,Store_01,Dry Goods,1,135,139,18,12.32,0
8,Sjælland,Store_02,Dairy,0,105,125,0,14.98,0
8,Sjælland,Store_02,Meat,0,85,108,0,30.53,0
8,Sjælland,Store_02,Produce,1,97,120,20,19.93,0
8,Sjælland,Store_02,Bakery,1,88,61,0,22.46,27
8,Sjælland,Store_02,Frozen,0,176,199,0,13.44,0
8,Sjælland,Store_02,Dry Goods,1,148,150,21,15.37,0
8,Jylland,Store_03,Dairy,1,198,181,0,33.45,17
8,Jylland,Store_03,Meat,1,190,154,0,20.5,36
8,Jylland,Store_03,Produce,1,114,148,15,34.92,0
8,Jylland,Store_03,Bakery,0,184,132,0,28.92,52
8,Jylland,Store_03,Frozen,1,165,185,19,34.31,0
8,Jylland,Store_03,Dry Goods,0,139,120,0,27.35,19
8,Jylland,Store_04,Dairy,1,128,110,0,30.27,18
8,Jylland,Store_04,Meat,1,133,202,23,14.06,0
8,Jylland,Store_04,Produce,1,139,156,9,13.83,0
8,Jylland,Store_04,Bakery,1,85,119,20,30.08,0
8,Jylland,Store_04,Frozen,1,102,118,19,27.27,0
8,Jylland,Store_04,Dry Goods,0,136,140,0,15.96,0
8,Sjælland,Store_05,Dairy,0,167,217,0,26.92,0
8,Sjælland,Store_05,Meat,0,88,74,0,32.34,14
8,Sjælland,Store_05,Produce,1,100,117,14,23.22,0
8,Sjælland,Store_05,Bakery,0,197,269,0,22.57,0
8,Sjælland,Store_05,Frozen,1,120,103,0,22.47,17
8,Sjælland,Store_05,Dry Goods,1,117,88,0,12.74,29
8,Sjælland,Store_06,Dairy,0,82,79,0,12.74,3
8,Sjælland,Store_06,Meat,1,192,129,0,20.85,63
8,Sjælland,Store_06,Produce,0,114,112,0,10.68,2
8,Sjælland,Store_06,Bakery,1,186,188,3,36.72,0
8,Sjælland,Store_06,Frozen,1,98,108,23,37.39,0
8,Sjælland,Store_06,Dry Goods,1,98,127,2,18.06,0
8,Sjælland,Store_07,Dairy,0,113,169,0,27.69,0
8,Sjælland,Store_07,Meat,0,184,121,0,12.45,63
8,Sjælland,Store_07,Produce,0,185,219,0,27.37,0
8,Sjælland,Store_07,Bakery,0,152,188,0,28.15,0
8,Sjælland,Store_07,Frozen,0,119,150,0,37.98,0
8,Sjælland,Store_07,Dry Goods,0,178,204,0,26.72,0
8,Jylland,Store_08,Dairy,1,158,207,14,10.57,0
8,Jylland,Store_08,Meat,1,140,180,10,36.39,0
8,Jylland,Store_08,Produce,0,189,103,0,37.35,86
8,Jylland,Store_08,Bakery,0,150,110,0,19.38,40
8,Jylland,Store_08,Frozen,1,102,132,22,38.04,0
8,Jylland,Store_08,Dry Goods,0,130,145,0,36.59,0
8,Sjælland,Store_09,Dairy,0,99,74,0,30.15,25
8,Sjælland,Store_09,Meat,1,182,169,0,28.96,13
8,Sjælland,Store_09,Produce,1,146,120,0,29.36,26
8,Sjælland,Store_09,Bakery,1,162,89,0,21.95,73
8,Sjælland,Store_09,Frozen,0,190,213,0,19.71,0
8,Sjælland,Store_09,Dry Goods,1,93,105,18,29.73,0
8,Jylland,Store_10,Dairy,0,128,127,0,13.27,1
8,Jylland,Store_10,Meat,0,171,139,0,28.0,32
8,Jylland,Store_10,Produce,1,96,114,11,32.94,0
8,Jylland,Store_10,Bakery,0,103,91,0,12.93,12
8,Jylland,Store_10,Frozen,1,104,107,12,25.32,0
8,Jylland,Store_10,Dry Goods,0,177,159,0,11.91,18
8,Sjælland,Store_11,Dairy,0,130,125,0,29.87,5
8,Sjælland,Store_11,Meat,1,151,163,20,38.37,0
8,Sjælland,Store_11,Produce,0,138,111,0,29.41,27
8,Sjælland,Store_11,Bakery,1,82,85,23,19.21,0
8,Sjælland,Store_11,Frozen,1,80,103,13,15.84,0
8,Sjælland,Store_11,Dry Goods,1,121,118,0,26.47,3
8,Sjælland,Store_12,Dairy,1,184,173,0,33.79,11
8,Sjælland,Store_12,Meat,1,82,42,0,31.28,40
8,Sjælland,Store_12,Produce,0,195,285,0,37.67,0
8,Sjælland,Store_12,Bakery,0,103,95,0,14.18,8
8,Sjælland,Store_12,Frozen,1,197,200,5,16.99,0
8,Sjælland,Store_12,Dry Goods,1,141,147,16,35.9,0
8,Sjælland,Store_13,Dairy,1,140,154,16,20.72,0
8,Sjælland,Store_13,Meat,0,177,178,0,15.02,0
8,Sjælland,Store_13,Produce,1,198,358,7,11.89,0
8,Sjælland,Store_13,Bakery,0,81,127,0,12.2,0
8,Sjælland,Store_13,Frozen,1,135,58,0,22.32,77
8,Sjælland,Store_13,Dry Goods,1,180,276,17,35.6,0
8,Jylland,Store_14,Dairy,0,159,193,0,25.39,0
8,Jylland,Store_14,Meat,0,85,67,0,19.35,18
8,Jylland,Store_14,Produce,1,148,139,0,11.64,9
8,Jylland,Store_14,Bakery,0,148,170,0,35.86,0
8,Jylland,Store_14,Frozen,0,186,152,0,13.61,34
8,Jylland,Store_14,Dry Goods,0,97,109,0,31.68,0
8,Sjælland,Store_15,Dairy,1,83,37,0,21.24,46
8,Sjælland,Store_15,Meat,1,107,111,11,13.32,0
8,Sjælland,Store_15,Produce,0,149,139,0,32.51,10
8,Sjælland,Store_15,Bakery,0,192,173,0,21.75,19
8,Sjælland,Store_15,Frozen,1,156,189,11,36.32,0
8,Sjælland,Store_15,Dry Goods,1,133,170,20,10.95,0
8,Sjælland,Store_16,Dairy,0,150,162,0,32.64,0
8,Sjælland,Store_16,Meat,0,144,143,0,36.6,1
8,Sjælland,Store_16,Produce,0,193,206,0,20.37,0
8,Sjælland,Store_16,Bakery,0,155,133,0,38.62,22
8,Sjælland,Store_16,Frozen,0,149,186,0,10.02,0
8,Sjælland,Store_16,Dry Goods,0,192,168,0,14.11,24
8,Sjælland,Store_17,Dairy,0,165,91,0,22.52,74
8,Sjælland,Store_17,Meat,0,101,112,0,39.32,0
8,Sjælland,Store_17,Produce,1,194,158,0,38.6,36
8,Sjælland,Store_17,Bakery,0,198,182,0,39.81,16
8,Sjælland,Store_17,Frozen,0,166,185,0,13.67,0
8,Sjælland,Store_17,Dry Goods,1,98,84,0,19.79,14
8,Sjælland,Store_18,Dairy,1,80,83,6,15.16,0
8,Sjælland,Store_18,Meat,1,100,132,22,14.17,0
8,Sjælland,Store_18,Produce,1,133,133,0,33.08,0
8,Sjælland,Store_18,Bakery,1,122,112,0,10.43,10
8,Sjælland,Store_18,Frozen,1,86,72,0,18.67,14
8,Sjælland,Store_18,Dry Goods,0,147,114,0,32.64,33
8,Sjælland,Store_19,Dairy,1,81,70,0,25.1,11
8,Sjælland,Store_19,Meat,1,111,86,0,22.34,25
8,Sjælland,Store_19,Produce,1,190,149,0,21.32,41
8,Sjælland,Store_19,Bakery,1,102,104,14,38.67,0
8,Sjælland,Store_19,Frozen,1,105,128,6,14.24,0
8,Sjælland,Store_19,Dry Goods,1,176,222,17,39.44,0
8,Sjælland,Store_20,Dairy,1,105,121,3,23.51,0
8,Sjælland,Store_20,Meat,1,150,198,4,34.78,0
8,Sjælland,Store_20,Produce,1,122,115,0,19.41,7
8,Sjælland,Store_20,Bakery,1,182,157,0,28.58,25
8,Sjælland,Store_20,Frozen,1,109,96,0,13.97,13
8,Sjælland,Store_20,Dry Goods,0,142,183,0,29.73,0
8,Jylland,Store_21,Dairy,1,159,119,0,34.72,40
8,Jylland,Store_21,Meat,0,189,255,0,24.14,0
8,Jylland,Store_21,Produce,1,115,40,0,15.98,75
8,Jylland,Store_21,Bakery,1,142,160,2,35.61,0
8,Jylland,Store_21,Frozen,1,127,107,0,12.42,20
8,Jylland,Store_21,Dry Goods,0,199,130,0,26.32,69
8,Sjælland,Store_22,Dairy,1,175,128,0,19.23,47
8,Sjælland,Store_22,Meat,1,196,193,0,27.11,3
8,Sjælland,Store_22,Produce,1,137,147,11,26.04,0
8,Sjælland,Store_22,Bakery,0,191,269,0,19.04,0
8,Sjælland,Store_22,Frozen,1,96,127,5,38.56,0
8,Sjælland,Store_22,Dry Goods,1,199,166,0,27.37,33
8,Sjælland,Store_23,Dairy,0,106,65,0,32.32,41
8,Sjælland,Store_23,Meat,1,168,159,0,30.74,9
8,Sjælland,Store_23,Produce,0,128,109,0,20.55,19
8,Sjælland,Store_23,Bakery,1,96,26,0,18.98,70
8,Sjælland,Store_23,Frozen,1,135,108,0,35.45,27
8,Sjælland,Store_23,Dry Goods,0,131,68,0,33.74,63
8,Jylland,Store_24,Dairy,0,179,198,0,21.85,0
8,Jylland,Store_24,Meat,0,89,97,0,11.88,0
8,Jylland,Store_24,Produce,0,151,122,0,29.04,29
8,Jylland,Store_24,Bakery,0,184,243,0,16.57,0
8,Jylland,Store_24,Frozen,0,157,196,0,24.48,0
8,Jylland,Store_24,Dry Goods,0,131,103,0,25.94,28
8,Sjælland,Store_25,Dairy,1,187,231,13,26.07,0
8,Sjælland,Store_25,Meat,1,177,174,0,30.0,3
8,Sjælland,Store_25,Produce,1,127,157,3,14.59,0
8,Sjælland,Store_25,Bakery,1,82,91,13,31.03,0
8,Sjælland,Store_25,Frozen,1,157,83,0,29.45,74
8,Sjælland,Store_25,Dry Goods,0,143,173,0,15.35,0
9,Sjælland,Store_01,Dairy,1,197,115,0,24.2,82
9,Sjælland,Store_01,Meat,1,85,116,21,36.09,0
9,Sjælland,Store_01,Produce,0,127,170,0,18.22,0
9,Sjælland,Store_01,Bakery,1,148,107,0,31.2,41
9,Sjælland,Store_01,Frozen,1,94,83,0,25.54,11
9,Sjælland,Store_01,Dry Goods,1,90,73,0,31.13,17
9,Jylland,Store_02,Dairy,1,198,200,15,25.97,0
9,Jylland,Store_02,Meat,1,96,114,18,33.76,0
9,Jylland,Store_02,Produce,1,80,120,14,31.22,0
9,Jylland,Store_02,Bakery,1,83,109,19,31.83,0
9,Jylland,Store_02,Frozen,1,160,126,0,19.85,34
9,Jylland,Store_02,Dry Goods,1,136,155,13,24.69,0
9,Sjælland,Store_03,Dairy,0,132,158,0,17.72,0
9,Sjælland,Store_03,Meat,1,185,212,13,25.2,0
9,Sjælland,Store_03,Produce,1,193,214,19,12.09,0
9,Sjælland,Store_03,Bakery,1,166,95,0,25.07,71
9,Sjælland,Store_03,Frozen,0,117,121,0,19.48,0
9,Sjælland,Store_03,Dry Goods,1,141,146,7,26.58,0
9,Jylland,Store_04,Dairy,1,89,62,0,15.39,27
9,Jylland,Store_04,Meat,0,118,155,0,24.5,0
9,Jylland,Store_04,Produce,1,135,125,0,35.37,10
9,Jylland,Store_04,Bakery,0,153,215,0,25.15,0
9,Jylland,Store_04,Frozen,1,111,110,0,33.76,1
9,Jylland,Store_04,Dry Goods,1,183,200,8,23.14,0
9,Jylland,Store_05,Dairy,0,112,156,0,35.82,0
9,Jylland,Store_05,Meat,0,97,61,0,19.97,36
9,Jylland,Store_05,Produce,0,109,87,0,33.0,22
9,Jylland,Store_05,Bakery,1,137,128,0,26.94,9
9,Jylland,Store_05,Frozen,1,92,67,0,28.92,25
9,Jylland,Store_05,Dry Goods,1,98,122,23,15.09,0
9,Sjælland,Store_06,Dairy,1,87,90,23,17.49,0
9,Sjælland,Store_06,Meat,0,169,115,0,25.46,54
9,Sjælland,Store_06,Produce,0,155,164,0,25.98,0
9,Sjælland,Store_06,Bakery,1,155,170,3,10.32,0
9,Sjælland,Store_06,Frozen,0,169,125,0,27.45,44
9,Sjælland,Store_06,Dry Goods,1,111,116,16,36.4,0
9,Jylland,Store_07,Dairy,1,156,120,0,35.35,36
9,Jylland,Store_07,Meat,1,86,61,0,32.81,25
9,Jylland,Store_07,Produce,1,94,107,2,16.27,0
9,Jylland,Store_07,Bakery,1,140,115,0,11.21,25
9,Jylland,Store_07,Frozen,0,191,173,0,35.42,18
9,Jylland,Store_07,Dry Goods,0,95,56,0,20.26,39
9,Jylland,Store_08,Dairy,1,110,146,17,11.12,0
9,Jylland,Store_08,Meat,1,148,139,0,37.4,9
9,Jylland,Store_08,Produce,0,135,127,0,24.64,8
9,Jylland,Store_08,Bakery,1,154,102,0,38.15,52
9,Jylland,Store_08,Frozen,0,112,127,0,37.71,0
9,Jylland,Store_08,Dry Goods,1,122,83,0,33.94,39
9,Jylland,Store_09,Dairy,0,162,131,0,38.64,31
9,Jylland,Store_09,Meat,1,159,133,0,31.53,26
9,Jylland,Store_09,Produce,1,155,180,10,36.09,0
9,Jylland,Store_09,Bakery,0,114,76,0,26.28,38
9,Jylland,Store_09,Frozen,1,177,150,0,28.25,27
9,Jylland,Store_09,Dry Goods,1,158,214,11,37.73,0
9,Sjælland,Store_10,Dairy,0,80,70,0,22.0,10
9,Sjælland,Store_10,Meat,0,114,84,0,27.32,30
9,Sjælland,Store_10,Produce,1,169,240,23,12.32,0
9,Sjælland,Store_10,Bakery,0,147,183,0,25.14,0
9,Sjælland,Store_10,Frozen,0,167,179,0,25.24,0
9,Sjælland,Store_10,Dry Goods,1,127,115,0,22.62,12
9,Sjælland,Store_11,Dairy,1,169,225,16,23.31,0
9,Sjælland,Store_11,Meat,1,173,188,13,24.26,0
9,Sjælland,Store_11,Produce,1,192,155,0,26.49,37
9,Sjælland,Store_11,Bakery,1,174,172,0,36.22,2
9,Sjælland,Store_11,Frozen,0,197,164,0,39.16,33
9,Sjælland,Store_11,Dry Goods,1,158,161,18,24.08,0
9,Jylland,Store_12,Dairy,0,97,98,0,31.46,0
9,Jylland,Store_12,Meat,1,123,82,0,16.82,41
9,Jylland,Store_12,Produce,0,147,188,0,10.21,0
9,Jylland,Store_12,Bakery,1,120,106,0,15.37,14
9,Jylland,Store_12,Frozen,1,89,71,0,31.17,18
9,Jylland,Store_12,Dry Goods,1,144,98,0,31.61,46
9,Sjælland,Store_13,Dairy,0,164,191,0,23.71,0
9,Sjælland,Store_13,Meat,0,129,124,0,10.32,5
9,Sjælland,Store_13,Produce,1,176,237,5,24.31,0
9,Sjælland,Store_13,Bakery,0,85,91,0,37.27,0
9,Sjælland,Store_13,Frozen,1,170,198,15,25.27,0
9,Sjælland,Store_13,Dry Goods,1,133,139,6,14.28,0
9,Jylland,Store_14,Dairy,0,172,195,0,27.63,0
9,Jylland,Store_14,Meat,1,178,216,10,23.43,0
9,Jylland,Store_14,Produce,1,188,107,0,19.49,81
9,Jylland,Store_14,Bakery,0,164,167,0,24.17,0
9,Jylland,Store_14,Frozen,1,149,178,10,10.19,0
9,Jylland,Store_14,Dry Goods,1,162,86,0,30.39,76
9,Jylland,Store_15,Dairy,1,138,126,0,17.73,12
9,Jylland,Store_15,Meat,1,179,180,20,31.99,0
9,Jylland,Store_15,Produce,1,196,192,0,13.11,4
9,Jylland,Store_15,Bakery,0,121,116,0,39.71,5
9,Jylland,Store_15,Frozen,1,96,103,18,36.87,0
9,Jylland,Store_15,Dry Goods,0,88,95,0,33.45,0
9,Sjælland,Store_16,Dairy,1,165,140,0,31.16,25
9,Sjælland,Store_16,Meat,0,188,239,0,25.14,0
9,Sjælland,Store_16,Produce,0,138,121,0,25.39,17
9,Sjælland,Store_16,Bakery,1,111,97,0,27.14,14
9,Sjælland,Store_16,Frozen,1,118,107,0,23.5,11
9,Sjælland,Store_16,Dry Goods,1,113,127,8,21.66,0
9,Sjælland,Store_17,Dairy,0,88,79,0,39.0,9
9,Sjælland,Store_17,Meat,1,84,95,15,20.44,0
9,Sjælland,Store_17,Produce,1,163,192,3,25.78,0
9,Sjælland,Store_17,Bakery,1,102,93,0,13.59,9
9,Sjælland,Store_17,Frozen,0,134,129,0,20.6,5
9,Sjælland,Store_17,Dry Goods,0,91,79,0,38.46,12
9,Jylland,Store_18,Dairy,0,91,125,0,25.67,0
9,Jylland,Store_18,Meat,1,96,97,5,22.15,0
9,Jylland,Store_18,Produce,0,194,156,0,30.31,38
9,Jylland,Store_18,Bakery,0,181,190,0,39.59,0
9,Jylland,Store_18,Frozen,0,113,109,0,16.53,4
9,Jylland,Store_18,Dry Goods,0,153,199,0,13.57,0
9,Sjælland,Store_19,Dairy,1,96,115,5,12.69,0
9,Sjælland,Store_19,Meat,1,131,202,7,32.81,0
9,Sjælland,Store_19,Produce,1,88,75,0,21.73,13
9,Sjælland,Store_19,Bakery,1,138,95,0,22.55,43
9,Sjælland,Store_19,Frozen,1,180,171,0,18.0,9
9,Sjælland,Store_19,Dry Goods,1,119,105,0,12.74,14
9,Jylland,Store_20,Dairy,0,85,61,0,11.83,24
9,Jylland,Store_20,Meat,1,156,199,21,16.78,0
9,Jylland,Store_20,Produce,0,169,122,0,35.87,47
9,Jylland,Store_20,Bakery,1,91,87,0,31.81,4
9,Jylland,Store_20,Frozen,1,118,151,11,14.69,0
9,Jylland,Store_20,Dry Goods,1,159,258,14,10.06,0
9,Sjælland,Store_21,Dairy,1,150,156,21,25.56,0
